BT003651,
044216,"Technical characteristics Product characteristics Control and safety Primary: 230-400 V   15 V ~ - Secondary: 24 VA Power in VA according to IEC and CSA: 400 Power in VA according to UL: 300 Instantaneous power admissible at cos  = 0.5: 850 General characteristics Control and signaling transformers - single-phase - connection to screwIP 2x or xxB without coupling bars up to 400 VA - IP xxA beyond 400 VA - IK 04 Complies with standards IEC EN 61558-2-2 and 2-4 or 2-6, UL 5085 and CSA C22-2-N  66 UL USA and Canada approvals Products suitable for the realization of &#39;&#39; Equipment compliant with standards EN 61131-2, EN 60204-1 and EN 61439-1 Active parts protected by cover up to 1000 VAFiltration of parasites (except ref. 0 442 16/17/18) Possibility of direct fixing on symmetrical rail up to 250 VALivrs with strip for connection 0 V secondary / ground up to 1000 VA"
045522,"Technical characteristics Product characteristics 10 A switches - IP 44IK 09 according to standards NF EN 62262 and IEC 62262 Blue 250 V ~ Double-pole plastic General characteristics Martin Lunel - 3 A, 10 A and 16 A - sockets and plugs with domestic pinout, switches, buttons- pushers"
045542,"Technical characteristics Product characteristics 10 A switches - IP 44IK 09 according to standards NF EN 62262 and IEC 62262 Blue 250 V ~ Bipolar plastic with circuit breaker General characteristics Martin Lunel - 3 A, 10 A and 16 A - sockets and plugs with domestic pinout, switches, push buttons"
046162,"Technical characteristics Product characteristics Cartridges Pac 20 with cartridges Use in renovation, for circuit breaking, example in agricultural buildings or near boilers Operating voltage 400 V ~ Position indicator Safety : cover locked when the circuit is closed 10,000 operations under load Fuse breaking capacity: 20 kA These devices are supplied with 20 A indicator cartridges, ref. 0 124 20 Unclipping the cover using a screwdriver Supplied with cartridges 8.5 x 31.5 mm Projection 20 A Light gray Poles: 1P + N Width: 46.5 mm Dimensions height: 100 mm Dimensions depth: 40.5 mm Overall depth: 49 mm General characteristics Circuit breaker for domestic cartridges, Pac"
046163,"Technical characteristics Product characteristics Cartridges Pac 20 with cartridges Use in renovation, for circuit breaking, example in agricultural buildings or near boilers Operating voltage 400 V ~ Position indicator Safety : cover locked when the circuit is closed 10,000 operations under load Fuse breaking capacity: 20 kA These devices are supplied with 20 A indicator cartridges, ref. 0 124 20 Unclipping the cover using a screwdriver Supplied with cartridges 8.5 x 31.5 mm Projection 20 A Light gray Poles: 2P Width: 46.5 mm Dimensions height: 100 mm Dimensions depth: 40.5 mm Overall depth: 49 mm General characteristics Circuit breaker for domestic cartridges, Pac"
046164,"Technical characteristics Product characteristics Cartridges Pac 20 with cartridges Use in renovation, for circuit breaking, example in agricultural buildings or near boilers Operating voltage 400 V ~ Position indicator Safety : cover locked when the circuit is closed 10,000 operations under load Fuse breaking capacity: 20 kA These devices are supplied with 20 A indicator cartridges, ref. 0 124 20 Unclipping the cover using a screwdriver Supplied with cartridges 8.5 x 31.5 mm 20 A projection Light gray Poles: 3P Width: 62 mm Dimensions height: 100 mm Dimensions depth: 40, 5 mm Overall depth: 49 mm General characteristics Circuit breaker for domestic cartridges, Pac"
046165,"Technical characteristics Product characteristics Cartridges Pac 20 with cartridges Use in renovation, for circuit breaking, example in agricultural buildings or near boilers Operating voltage 400 V ~ Position indicator Safety : cover locked when the circuit is closed 10,000 operations under load Fuse breaking capacity: 20 kA These devices are supplied with 20 A indicator cartridges, ref. 0 124 20 Unclipping the cover using a screwdriver Supplied with cartridges 8.5 x 31.5 mm Projection 20 A Light gray Poles: 3P + N Width: 77.5 mm Dimensions height: 100 mm Dimensions depth: 40.5 mm Overall depth: 49 mm General characteristics Circuit breaker for domestic cartridges, Pac"
046187,"Technical characteristics Product characteristics Cartridges Pac 20 with cartridges Use in renovation, for circuit breaking, example in agricultural buildings or near boilers Operating voltage 400 V ~ Position indicator Safety : cover locked when the circuit is closed 10,000 operations under load Fuse breaking capacity: 20 kA These devices are supplied with 20 A indicator cartridges, ref. 0 124 20 Unclipping the cover using a screwdriver Supplied with cartridges 8.5 x 31.5 mm Projecting with indicator 20 A - 250 V ~ Light gray Poles: 2P projection Width: 46.5 mm Dimensions height: 100 mm Dimensions depth: 40.5 mm Overall depth: 49 mm General characteristics Circuit breaker for domestic cartridges, Pac"
046200,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 400 mm Capacity: 6 U Width: 600 mm Height: 350 mm Admissible load: 18 kg General characteristics 19 &#39;&#39; LCS enclosures and equipmentIP 20 - IK 08With reversible curved door in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046201,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 400 mm Capacity: 9 U Width: 600 mm Height: 500 mm Admissible load: 27 kg General characteristics 19 &#39;&#39; LCS enclosures and equipmentIP 20 - IK 08With reversible curved door in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046202,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 400 mm Capacity: 12 U Width: 600 mm Height: 600 mm Admissible load: 36 kg General characteristics 19 &#39;&#39; LCS enclosures and equipmentIP 20 - IK 08With reversible curved door in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046203,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 400 mm Capacity: 16 U Width: 600 mm Height: 800 mm Admissible load: 48 kg General characteristics 19 &#39;&#39; LCS enclosures and equipmentIP 20 - IK 08With curved door reversible in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046206,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 580 mm Capacity: 9 U Width: 600 mm Height: 500 mm Admissible load: 27 kg General characteristics 19 &#39;&#39; LCS enclosures and equipmentIP 20 - IK 08With reversible curved door in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046207,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 580 mm Capacity: 12 U Width: 600 mm Height: 600 mm Admissible load: 36 kg General characteristics 19 &#39;&#39; LCS enclosures and equipmentIP 20 - IK 08With curved door reversible in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046208,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 580 mm Capacity: 16 U Width: 600 mm Height: 800 mm Admissible load: 48 kg General characteristics 19 &#39;&#39; LCS enclosures and fittingsIP 20 - IK 08With curved door reversible in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a ventilator in the upper part Gray anthracite RAL 7016"
046209,"Technical characteristics Product characteristics 19 &#39;&#39; fixed LCS enclosuresEasy cable management: possible fixing of cable guide bracelets ref. 0 465 41/42 and collars Foldable DLP high and low cable entries, with possibility of clamping of the cables by collar Pre-cut rear cable entries Boxes depth 580 mm Capacity: 21 U Width: 600 mm Height: 1000 mm Admissible load: 63 kg General characteristics 19 &#39;&#39; LCS enclosures and fittingsIP 20 - IK 08With curved door reversible in safety glass with screen printing Closure by key lock 2433 A Swivel side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with depth adjustment aidDelivered  with earthing kit High and low vents for natural ventilation, able to receive a fan in the upper part Gray anthracite RAL 7016"
046211,"Technical characteristics Product characteristics 19 &#39;&#39; LCS swivel boxes Boxes composed of: a base (wall fixing) a pivoting body allowing free access to the back of the box to facilitate installation and maintenance reversible swivel plate Cable entry plate full in the upper and lower part, possibility of mounting a plate with brush reference. 0 462 55 Enclosures depth 600 mm Capacity: 9 U Width: 600 mm Height: 500 mm Admissible load: 27 kg General characteristics 19 &#39;&#39; LCS enclosures and equipment IP 20 - IK 08 With curved door Reversible in screen-printed safety glass Closure by key lock 2433 A Pivoting side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with rear aid deep gliding Delivered with earthing kit High and low vents for natural ventilation, able to receive a ventilator at the top Gray anthracite RAL 7016"
046212,"Technical characteristics Product characteristics 19 &#39;&#39; LCS swivel boxes Boxes composed of: a base (wall fixing) a pivoting body allowing free access to the back of the box to facilitate installation and maintenance reversible swivel plate Cable entry plate full in the upper and lower part, possibility of mounting a plate with brush reference. 0 462 55 Enclosures depth 600 mm Capacity: 12 U Width: 600 mm Height: 600 mm Admissible load: 36 kg General characteristics 19 &#39;&#39; LCS enclosures and equipment IP 20 - IK 08 With curved door Reversible in screen-printed safety glass Closure by key lock 2433 A Pivoting side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with rear aid deep gliding Delivered with a grounding kit High and low vents for natural ventilation, able to receive a fan in the upper part Gray anthracite RAL 7016"
046213,"Technical characteristics Product characteristics 19 &#39;&#39; LCS swivel boxes Boxes composed of: a base (wall fixing) a pivoting body allowing free access to the back of the box to facilitate installation and maintenance reversible swivel plate Cable entry plate full in the upper and lower part, possibility of mounting a plate with brush reference. 0 462 55 Enclosures depth 600 mm Capacity: 16 U Width: 600 mm Height: 800 mm Admissible load: 48 kg General characteristics 19 &#39;&#39; LCS enclosures and equipment IP 20 - IK 08 With curved door Reversible in screen-printed safety glass Closure by key lock 2433 A Pivoting side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with rear aid deep gliding Delivered with earthing kit High and low vents for natural ventilation, able to receive a ventilator at the top Gray anthracite RAL 7016"
046214,"Technical characteristics Product characteristics 19 &#39;&#39; LCS swivel boxes Boxes composed of: a base (wall fixing) a pivoting body allowing free access to the back of the box to facilitate installation and maintenance reversible swivel plate Cable entry plate full in the upper and lower part, possibility of mounting a plate with brush reference. 0 462 55 Boxes depth 600 mm Capacity: 21 U Width: 600 mm Height: 1000 mm Load capacity: 63 kg General characteristics 19 &#39;&#39; LCS boxes and equipmentIP 20 - IK 08With curved door Reversible in screen-printed safety glass Closure by key lock 2433 A Pivoting side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with rear aid deep gliding Delivered with earthing kit High and low vents for natural ventilation, able to receive a ventilator at the top Gray anthracite RAL 7016"
046220,"Technical characteristics Product characteristics Box 10 &#39;&#39; LCSIP 20 - IK 08 Box reduced size suitable for small tertiary applications up to 36 RJ 45 sockets With reversible flat door in safety glass Closure by key lock n  2433AParner panels removable from the insideEquipped with 2 uprights adjustable in depthEnteriors of high and low cables in DLP format, foldable with possibility of clamping cables by collar Pre-cut rear cable entry High and low openings for natural ventilation Anthracite gray RAL 7016 Box depth 300 mm Capacity: 6 U Width: 314 mm Height: 352 mm Load capacity Load: 12 kg General characteristics 10 &#39;&#39; LCS box and equipment - for small service applications"
046223,"Technical characteristics Product characteristics Equipment for 10 &#39;&#39; cabinets Fixed shelf 1 U Fixed shelf 1 U Depth 120 mm Max. Load: 10 kgBlack RAL 9005Supplied with screws and cage nuts General characteristics Linkeo 10&#39;&#39;IP 20 box - IK 08 equipped with: Reversible flat door made of safety glass embossed with integrated lock 2 19 &#39;&#39; uprights adjustable in depth with marking of U3 pre-cut cable entries (top, bottom and rear) 1 broom for entry Cables High louvers for natural ventilation Delivered with earthing kit Anthracite gray RAL 7016"
046227,"Technical characteristics Product characteristics Wall-mounted VDI rack for Atlantic, Atlantic stainless steel and Marina boxes Allows the integration of 19 &#39;&#39; VDI equipment in Atlantic, Atlantic stainless and Marina wide cabinets. 600 or 800 mm and prof. 250 mm miniIn the enclosures width. 400 mm, the rack allows the integration of VDI 10 &#39;&#39; equipment. Can be fixed directly to the wall to make a wall rack (without box). waterproof boxes"
046228,"Technical characteristics Product characteristics Wall-mounted VDI rack for Atlantic, Atlantic stainless steel and Marina boxes Allows the integration of 19 &#39;&#39; VDI equipment in Atlantic, Atlantic stainless and Marina wide cabinets. 600 or 800 mm and prof. 250 mm miniIn the enclosures width. 400 mm, the rack makes it possible to integrate VDI 10 &#39;&#39; equipment. Can be fixed directly to the wall to make a wall rack (without box). waterproof boxes"
046229,"Technical characteristics Product characteristics Wall-mounted VDI rack for Atlantic, Atlantic stainless steel and Marina boxes Allows the integration of 19 &#39;&#39; VDI equipment in Atlantic, Atlantic stainless and Marina wide cabinets. 600 or 800 mm and prof. 250 mm miniIn the enclosures width. 400 mm, the rack allows the integration of VDI 10 &#39;&#39; equipment. Can be fixed directly to the wall to create a wall rack (without box). waterproof boxes"
046255,"Technical characteristics Product characteristics Cable entry Cable entry plate with brush For swivel boxes General characteristics 19 &#39;&#39; LCS boxes and equipment IP 20 - IK 08With reversible curved safety glass screen-printed door Lock with key lock 2433 A Pivoting side panels, removable from the inside without toolsEquipped with 2 19 &#39;uprights &#39;&#39; with depth adjustment aidSupplied with earthing kitHigh and low vents for natural ventilation, able to receive a ventilator at the top Gray anthracite RAL 7016"
046260,"Technical characteristics Product characteristics Thermal management Fan 2.5 m power cable 230 V ~ fan General characteristics 19 &#39;&#39; LCS enclosures and equipment IP 20 - IK 08 With curved door Reversible in screen-printed safety glass Closure by key lock 2433 A Pivoting side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with rear aid deep gliding Delivered with a grounding kit High and low vents for natural ventilation, able to receive a fan in the upper part Gray anthracite RAL 7016"
046264,"Technical characteristics Product characteristics AccessoriesRollers Set of 4 castors for mounting on swivel boxes Total admissible load on the 4 castors: 120 kg General characteristics 19 &#39;&#39; LCS boxes and equipmentIP 20 - IK 08With curved door Reversible screen-printed safety glass Closure by key lock 2433 A Pivoting side panels, removable from the inside without tools Equipped with 2 19 &#39;&#39; uprights with help with depth adjustmentDelivered with earthing kitHigh and low vents for natural ventilation, able to receive a ventilator at the top Gray anthracite RAL 7016"
046291,"Technical characteristics Product characteristics Control and circuit separation Primary: 230-400 V  15 V or 460 V  20 V ~ - Secondary: 115-230 V ~ Supplied with 2 coupling bars Primary 460 V   20 V Power in VA according to IEC and CSA: 4000 Power in VA according to UL: 2400 Instantaneous power admissible at cos  = 0.5: 11400 General characteristics Control and signaling transformers - single-phase - connection to visIP 2x or xxB without coupling bars up to 400 VA - IP xxA beyond 400 VA - IK 04Compliant with standards IEC EN 61558-2-2 and 2-4 or 2-6, UL 5085 and CSA C22-2-N  66 UL approvals USA and Canada Products suitable for the realization of equipment conforming to standards EN 61131-2, EN 60204-1 and EN 61439-1 Protected active parts By hood up to 1000 VAFiltration of parasites (except ref. 0 442 16/17/18) Possibility of direct fixing on symmetrical rail up to 250 VALivrs av ec strip for 0 V secondary / ground connection up to 1000 VA"
046300,"Technical features Product features 19 &#39;&#39; LCS racksAssociable racks IP 20 - IK 08Front door, single or double, curved (except 47 U) in screened safety glass Side and rear panels Removable area with automatic equipotential connection Locking of the 4 faces by key lock 2433A Entrances of pre-cut high and low cables in 19 &#39;&#39; format which can receive 19 &#39;&#39; plates with brush , fans  quipEquipped with 4 19 &#39;&#39; uprights with U marking and depth adjustment aidAdjustable leveling feet from the insideFully removable racks in case of difficult access load: 420 kg Anthracite gray RAL 7016 Single front door Reversible door Capacity: 24 U Height: 1226 mm Width: 600 mm Depth: 600 mm General characteristics 19 &#39;&#39; racks LCS - racks and head units  wiring"
046306,"Technical features Product features 19 &#39;&#39; LCS racksAssociable racks IP 20 - IK 08Front door, single or double, curved (except 47 U) in screened safety glass Side and rear panels Removable area with automatic equipotential connection Locking of the 4 faces by key lock 2433A Entrances of pre-cut high and low cables in 19 &#39;&#39; format which can receive 19 &#39;&#39; plates with brush , fans  quipEquipped with 4 19 &#39;&#39; uprights with U marking and depth adjustment aidAdjustable leveling feet from the insideFully removable racks in case of difficult access load: 420 kg Anthracite gray RAL 7016 Simple front door Reversible door Capacity: 29 U Height: 1448 mm Width: 600 mm Depth: 600 mm General characteristics 19 &#39;&#39; racks LCS - racks and head units  wiring"
046312,"Technical features Product features 19 &#39;&#39; LCS racksAssociable racks IP 20 - IK 08Front door, single or double, curved (except 47 U) in screened safety glass Side and rear panels Removable area with automatic equipotential connection Locking of the 4 faces by key lock 2433A Entrances of pre-cut high and low cables in 19 &#39;&#39; format which can receive 19 &#39;&#39; plates with brush , fans  quipEquipped with 4 19 &#39;&#39; uprights with U marking and depth adjustment aidAdjustable leveling feet from the insideFully removable racks in case of difficult access load: 420 kg Gray anthracite RAL 7016 Simple front door Reversible door Capacity: 33 U Height: 1626 mm Width: 600 mm Depth: 600 mm General characteristics 19 &#39;&#39; LCS racks - racks and head units  wiring"
